name,city,income,credit_score,loan_amount,years_employed,points,loan_approved,gender
Kristen Adams,Smallville,146918,806,41809,22,90.0,True,Female
Jeffrey Martin,South Maurice,96162,537,34268,14,45.0,False,Female
Melinda Dorsey,Andersonport,85933,699,28319,23,70.0,True,Male
Rebecca Richard,West Hannah,138864,388,44716,30,50.0,False,Male
Curtis Obrien,Port Robertfort,148863,610,16382,13,70.0,True,Male
Yvonne Howard,Michaelburgh,101810,478,33995,2,40.0,False,Female
Gail Wilson,North Anna,88446,798,17896,21,85.0,True,Male
Patricia Carrillo,Paulahaven,147598,406,47294,3,40.0,False,Male
Jessica Bryant,North Kimberlyville,50861,342,34246,6,30.0,False,Female
Bruce Harris,Ericport,127472,752,34154,31,85.0,True,Female
Annette Holland,Loriville,142917,506,29777,26,55.0,False,Male
Adriana Davenport,Petersonhaven,92216,475,6585,17,55.0,False,Female
Paul Ward,East Karen,88991,842,28637,14,85.0,True,Female
Jeffrey Hardin,Cranehaven,63972,670,2950,28,75.0,True,Male
Adam Drake,North Matthewfurt,128536,468,29447,3,45.0,False,Female
Andrew Nielsen,New Brian,62406,832,20380,26,80.0,True,Male
Michael Spencer,Jennifermouth,140082,652,1517,17,75.0,True,Female
Lisa Thomas,Griffinborough,113579,752,46709,22,80.0,True,Male
Rachael Sullivan,West Christopher,66347,850,22921,24,80.0,True,Male
Natalie Martinez,Jasonhaven,130376,619,35166,21,65.0,True,Male
Caitlin Johnson,Johnport,131931,732,34113,7,70.0,True,Female
Sarah Green,Davidville,98327,759,20527,36,85.0,True,Male
Jody Bird,West Kevin,93517,443,47815,24,40.0,False,Female
Samantha Ward,East Jenniferchester,112149,383,7045,3,50.0,False,Male
Carlos Lewis,West Ericafurt,61358,831,26872,16,75.0,True,Male
Mallory Barajas,Dennischester,65992,466,10459,32,45.0,False,Female
Michael Anderson,Lake Jasonfort,87654,333,49922,10,40.0,False,Male
Jaclyn Crane,Rodriguezstad,40155,596,3639,33,55.0,False,Male
Jacob Ritter,Kellytown,123525,446,10315,37,60.0,True,Female
Timothy Torres,Jasonfort,67450,302,9016,35,45.0,False,Male
Seth Butler,Arielmouth,60735,686,32144,38,60.0,True,Male
Charles Fields,Contrerasberg,65614,633,6853,39,60.0,True,Male
Jennifer Hall,Morganton,74020,753,49228,17,70.0,True,Male
Sharon Mann,Annville,71904,387,13610,39,45.0,False,Female
Nina Bernard,Port Thomas,147050,319,8882,34,60.0,True,Female
Albert Buchanan,Port Janice,100798,754,6547,34,95.0,True,Male
Jennifer Williams,West Samuelchester,40561,324,35596,20,25.0,False,Female
Brandon Petty,West Douglas,48136,561,6873,9,30.0,False,Male
Jason Jackson,Howardton,49769,605,26555,6,35.0,False,Female
Jason Nguyen,Davidville,60311,353,14274,15,45.0,False,Male
Laurie Vasquez,Averyview,80205,362,21862,29,45.0,False,Male
Ana Johnson,North Joseph,120957,403,17142,35,55.0,False,Male
Beth Carroll,Millerhaven,50028,508,10330,23,45.0,False,Male
Carol Sanchez,Aliside,122591,762,3738,0,80.0,True,Male
Tonya Oliver,North Brian,58043,793,18911,38,75.0,True,Male
Michael Kidd,New Mary,38418,588,3980,10,50.0,False,Female
Kristine Turner,Haleberg,84377,586,29309,13,60.0,True,Male
Tina Flores,Cynthiamouth,83424,579,17117,20,50.0,False,Female
Joe Greene,Lake Dennistown,73369,787,1280,0,70.0,True,Male
Jennifer Woodard,Farmerside,101121,383,43539,4,35.0,False,Female
Stephanie Cabrera,Chambersstad,91069,685,40407,22,65.0,True,Female
Ryan Cain,North Stevenborough,84496,755,1613,14,90.0,True,Female
Olivia Becker,Jamesport,38161,526,16352,31,25.0,False,Male
Amanda Vasquez,North James,57110,705,8270,17,70.0,True,Male
Kathleen Arnold,North Brianna,139168,366,9351,16,60.0,True,Female
Savannah Ibarra,Jamestown,85069,845,41269,16,80.0,True,Male
Sonya Smith,Davidsonton,81049,630,29347,26,60.0,True,Female
Michael Owens,Zacharyton,148598,529,4077,17,60.0,True,Male
Kim Stewart,Leeland,130898,325,49329,14,50.0,False,Female
Jessica Jones,East Frank,106556,618,5118,40,75.0,True,Female
Alyssa Reynolds,New Lauramouth,121163,556,17197,6,50.0,False,Male
Tyler Wall,Aprilbury,32560,374,40319,39,25.0,False,Female
Brendan Griffin,North Territon,142293,686,21531,4,70.0,True,Male
Amy Lang,West Cherylchester,145429,367,7673,3,50.0,False,Female
Elizabeth James,New Karenbury,130348,310,30714,24,55.0,False,Female
Jeffrey Oliver,West Debratown,105456,764,34896,21,85.0,True,Male
Ashley Smith,New Kristineborough,79857,429,42770,32,40.0,False,Male
Jason Hardy,Lopezberg,92518,345,4964,8,50.0,False,Male
Jeffrey Moyer,Larryside,30772,449,10660,30,30.0,False,Female
Grant Wood,New Brendaberg,76105,358,16557,32,50.0,False,Male
Kristin Brown,Jamesborough,69139,506,5482,21,50.0,False,Female
Michael Christian,Christinachester,128759,636,11635,6,70.0,True,Female
Richard Williams,North Danielle,81116,535,31574,39,45.0,False,Male
John Tate,Lindsayfurt,141863,510,27234,11,55.0,False,Male
Adriana Smith,Anthonyville,146869,445,20043,28,55.0,False,Female
Kevin Cannon,North Jamesport,139540,478,15348,16,55.0,False,Female
Gina Spencer,East Andrew,84921,568,7631,1,40.0,False,Male
Breanna Pena,West Sharonport,100545,767,16738,23,90.0,True,Male
Mary Pugh,Johnsland,127978,421,10465,8,55.0,False,Male
Cheryl Gray,Louischester,126289,550,4027,39,60.0,True,Male
Sarah Phillips,West John,101582,586,9287,32,75.0,True,Male
Stacey Clark,Port Thomasland,134840,471,34332,24,50.0,False,Female
Maria Hicks,Stoneburgh,109069,629,47693,23,60.0,True,Female
Karen Sosa,Adamsfurt,147677,337,14579,14,60.0,True,Female
Jodi Young,West Ronald,58906,686,38445,10,60.0,True,Female
Jacqueline Pierce,Port Christopher,93993,755,35001,22,80.0,True,Male
Andrew Hunt,Ronaldmouth,58760,742,27801,23,70.0,True,Male
Emily Reyes,South Jesus,65774,377,24533,5,35.0,False,Male
Jonathan Payne,Port Joshuabury,87125,400,8771,4,40.0,False,Female
Joshua Cook,Johnview,93654,495,47244,38,40.0,False,Female
Dr. Nicole Singh DVM,Port Kevinstad,33804,713,27591,37,50.0,False,Male
Alexandra Valdez,Port Raymond,80968,532,48404,13,40.0,False,Male
Jose Hartman,Sharpmouth,74057,648,6627,20,65.0,True,Female
Jessica Mcmahon,Clarkmouth,117670,330,25556,8,50.0,False,Female
Bethany Harding,South Lisastad,119016,647,15777,26,70.0,True,Male
Paul Farmer,Marktown,134614,332,10118,9,55.0,False,Male
Wendy Carroll,Bairdborough,82994,700,5175,34,80.0,True,Female
John Murphy,Fowlerport,124919,395,12234,6,55.0,False,Male
Cassandra Serrano,Johnsonborough,51632,371,26289,18,35.0,False,Male
Eddie Warren,Brownhaven,140166,311,12260,20,60.0,True,Male
Jennifer Moore,East Amandafort,91261,370,26493,13,45.0,False,Female
Daniel Reynolds,Mooreshire,46728,617,39501,12,40.0,False,Female
Melinda Hill,East Seanfurt,111560,552,35462,21,50.0,False,Female
Sherry Stevens,Lake Christophermouth,100008,655,46895,19,60.0,True,Female
Rodney Horn,Wrightchester,33534,768,26209,11,60.0,True,Female
Anna Hale,East Nicoleburgh,148872,580,42162,34,65.0,True,Female
Thomas Wolfe,South Robert,81645,424,25165,4,35.0,False,Female
Kathy Chan,Hayesview,107580,512,34165,2,40.0,False,Male
Benjamin Neal,Jamesfurt,103975,499,26996,2,40.0,False,Male
Brian Stark,Ellenmouth,116900,796,31235,4,75.0,True,Male
Matthew Reeves,Taylorview,33552,465,12179,1,15.0,False,Male
Cassandra Martinez,Jacksontown,41003,579,11059,28,30.0,False,Male
Daniel Johnson,South Heather,114246,835,43009,6,85.0,True,Male
Eric Williams,North Kelseyborough,86179,555,25552,15,45.0,False,Male
Alan Johnson,West Loriland,47786,525,7330,10,35.0,False,Female
Amanda Hunt,Marcusborough,143619,512,36501,25,50.0,False,Female
Barbara Lewis,Marcustown,90515,711,43860,20,65.0,True,Male
Daniel Robinson,Debrastad,53819,344,5412,13,45.0,False,Male
Randall Porter,Lake Amandashire,36590,475,17511,6,20.0,False,Female
Vicki Horton,West Gregory,64099,625,44671,30,50.0,False,Male
Alan Barr,Reyesbury,79689,815,39500,0,65.0,True,Male
Luis Mosley,Joelchester,72906,549,41616,5,30.0,False,Female
James Phillips,South James,57742,338,16601,38,40.0,False,Male
Jill Wiley MD,Dawnton,89598,833,28190,18,85.0,True,Female
Crystal Quinn,Johnside,72840,355,44581,15,35.0,False,Male
Melissa Walker,Boydburgh,74236,752,42273,0,55.0,False,Female
John Mckay,Lake Victoriaborough,129775,428,7013,11,60.0,True,Female
Sandra Frederick,New Christian,145296,778,21412,10,90.0,True,Female
Danielle Thompson,West Justin,79692,759,42654,12,75.0,True,Male
Richard Miller,Raymondburgh,66471,782,29926,27,70.0,True,Female
Nancy Wolf,Smithfurt,128567,737,6454,19,85.0,True,Male
Brittany Barber,Oscarport,139041,764,19561,24,90.0,True,Male
Karen Cook,Gonzalezborough,85255,304,1841,32,55.0,False,Male
Jacqueline Sullivan,Bentleystad,63065,693,33083,19,60.0,True,Male
Leah Ortiz,North Paulshire,139433,466,13728,27,60.0,True,Female
Patricia Walton,Williamfort,40735,677,46642,3,40.0,False,Female
Tammy Fitzgerald,South Austin,91644,670,42350,1,50.0,False,Male
Maria Green,Blackburnberg,32540,560,17214,38,25.0,False,Male
Mary Martin,Port Christopherfurt,128176,707,47272,37,75.0,True,Female
Angela Kent,Martinchester,100702,558,46340,19,45.0,False,Male
Kim Tanner,Jessicaland,36826,411,42692,36,25.0,False,Female
Haley Thomas,Lake Raymond,75870,615,1420,10,70.0,True,Male
April Jones,Warrenport,59389,741,12182,11,80.0,True,Male
Michael Gonzalez,New Stacy,115215,761,38164,13,85.0,True,Female
Anthony White,West Tonya,38993,718,29883,40,50.0,False,Male
Ashley Fields,West Christopherville,132397,583,5211,21,75.0,True,Female
David Washington,North Brucetown,115426,342,7346,13,60.0,True,Male
Adrienne Morrison,Sarahfort,35276,645,40608,27,40.0,False,Male
Michael Cooper,Lisastad,128858,708,25801,39,80.0,True,Male
Henry Rivera,North Stephenfurt,34067,442,2682,38,40.0,False,Female
Joseph Tapia,West Shannon,62411,786,34745,26,70.0,True,Male
April Little,Allenstad,56130,346,49222,20,35.0,False,Male
Cynthia Washington,West Ronniefort,139999,402,49121,24,50.0,False,Male
Cory Thomas,East Tylerland,32671,608,45109,35,40.0,False,Male
Mrs. Stephanie Friedman,Batesbury,111439,549,14870,10,55.0,False,Female
Mary Davis,Holdertown,49973,464,22397,24,25.0,False,Female
Connie Scott,Lynnville,61266,439,36031,40,35.0,False,Male
Ann Holt,New Katie,46544,366,43204,21,25.0,False,Female
Mitchell Fitzgerald,Valdezside,92070,747,16293,14,85.0,True,Male
Earl Rodriguez,Joyborough,117747,418,38541,23,50.0,False,Male
Erik James,West Bryanside,44993,494,26437,27,25.0,False,Male
Jacob Shelton,New Elizabeth,103920,527,7985,25,60.0,True,Female
Samuel Stewart,Maryfort,58569,766,10661,38,80.0,True,Female
Paul Sweeney,New Lukehaven,90952,426,18920,36,50.0,False,Female
Ronald Simpson,Brownmouth,121680,456,47973,13,50.0,False,Female
Taylor Walker,Port Kimberlyfort,63586,701,20601,10,65.0,True,Female
Kimberly Rogers DDS,Katherinefurt,130518,373,35592,18,50.0,False,Female
Thomas Haynes,Davismouth,78351,355,47503,19,40.0,False,Female
Christopher Taylor,Carterberg,51992,514,15295,12,40.0,False,Female
Alexa Barber,Lake Kristenberg,109415,685,28991,10,75.0,True,Female
Anne Mccann,North David,109593,827,43604,21,90.0,True,Male
Tracy Sims,Sanchezville,128032,546,26994,31,55.0,False,Female
Kyle Thompson,Parsonsland,124156,774,43618,24,85.0,True,Female
Matthew Richardson,North Christopherfort,45012,821,15741,1,55.0,False,Female
Victoria Mendoza,Port Brittanyfurt,131946,795,43244,27,85.0,True,Female
Calvin Nguyen,South Lisa,137387,320,26807,35,55.0,False,Female
Rachel Moreno,New Maryside,51465,427,14596,7,35.0,False,Female
Kyle White,Mcbrideville,70768,340,9442,36,45.0,False,Female
Christopher Hart,North Tinahaven,44168,605,24826,34,40.0,False,Female
William Barrett,West Brandon,105849,831,20228,34,95.0,True,Female
Kenneth Neal,Catherinehaven,33365,514,46084,6,20.0,False,Female
Amanda Johnson,West Melissa,70888,520,9795,38,45.0,False,Female
Leslie Ramirez,Jonesview,105470,566,26020,10,55.0,False,Male
Bradley King,Bentleyberg,118781,848,14353,4,85.0,True,Male
Debra Schultz,Lake Nathan,149016,823,40645,10,90.0,True,Female
Christian Riddle,Graybury,79192,379,18702,7,45.0,False,Female
Melinda Russell,Daniellestad,81990,641,18907,9,60.0,True,Male
Courtney Smith,Pettybury,123718,687,7881,7,80.0,True,Female
Nicholas Parker,Davisstad,55995,588,37145,17,50.0,False,Male
Stephanie Jackson,Whiteside,39961,712,32251,37,50.0,False,Male
Adam Palmer,Lake David,107607,687,38195,17,75.0,True,Male
Nicholas Villegas,Lake Charlotte,120520,768,12999,28,90.0,True,Male
Dr. Kathryn Hill,Meyerbury,138864,612,42656,5,60.0,True,Male
Jennifer Edwards,Lake Christopherbury,112213,395,11820,36,55.0,False,Female
Patrick Spencer,Stokestown,61830,734,45370,32,60.0,True,Male
Breanna Jimenez,South Alexanderborough,43356,307,47803,27,25.0,False,Female
Nicole Sanchez,New Shaneburgh,121382,836,15750,11,95.0,True,Female
Ryan Palmer,South Tylerburgh,131250,682,8420,21,85.0,True,Male
Danielle Ryan,West Kevinport,69529,571,14963,0,30.0,False,Male
Laura Robinson,Sarahhaven,141449,336,31346,39,55.0,False,Female
Amy Smith,Murphystad,119687,409,1337,22,60.0,True,Male
Charlotte Gomez,South Travisland,108697,841,34706,9,85.0,True,Male
Thomas Smith,Jeremyfurt,135582,683,20613,23,80.0,True,Female
Clarence Cain,South Dianamouth,45866,465,10166,22,35.0,False,Female
Abigail Stephenson,North Jake,134363,341,9760,25,60.0,True,Male
Gary Johnson,South Susan,104177,572,8785,26,60.0,True,Female
Jon Maldonado Jr.,Shawfurt,132581,434,8191,6,55.0,False,Male
Beth Cooper,Port Gabrielleton,35383,650,29158,38,40.0,False,Male
Jessica Roberts,Millerchester,75508,553,41475,9,35.0,False,Male
Chelsea Campbell,Port Josephbury,99827,739,14003,30,75.0,True,Female
Rhonda Haynes,East Victoria,86148,452,16032,7,45.0,False,Female
Andrew Mooney,South Andres,116706,504,6959,3,50.0,False,Female
Joseph Graves,East Matthew,78571,790,5020,32,90.0,True,Female
Anthony Rodriguez,Juanstad,39038,728,17185,20,50.0,False,Female
Catherine Smith,Jasonfort,96317,586,40749,6,50.0,False,Male
David Henry,Kevinville,114874,313,45758,35,50.0,False,Male
Bianca Ward,Juliashire,74725,841,40630,23,75.0,True,Male
Donald Silva,North Davidville,31658,342,39440,12,25.0,False,Male
Jeremy Garcia,Kevinfort,141355,506,35967,9,45.0,False,Female
Corey Pierce,Patriciaside,85057,655,24986,28,60.0,True,Male
Autumn Graham,Barneshaven,137784,322,11940,38,60.0,True,Female
Walter Roberts,Port Teresaborough,94251,707,33442,34,70.0,True,Male
Valerie Martin,Hartfurt,43833,710,40794,17,50.0,False,Female
Aaron Armstrong,Port Williamhaven,86822,837,17962,19,90.0,True,Female
Elizabeth Adams,East Jeffreyside,77472,543,20126,2,35.0,False,Male
Teresa Ramirez,West Morgan,113307,352,43101,15,50.0,False,Male
Christine Wilson DDS,Markside,146860,570,48322,8,45.0,False,Male
Logan Nguyen,Lake Lisastad,138620,524,48872,17,50.0,False,Male
Wesley Medina,Lake Juliefurt,90258,563,42040,40,40.0,False,Female
Christine Ramos,Josephshire,122708,704,11200,28,85.0,True,Male
Nicholas Richardson,Davisburgh,50052,770,13125,11,75.0,True,Male
John Blair,Andrewburgh,87080,481,26834,38,45.0,False,Female
Charles Simmons,Stoutfurt,53086,402,48468,33,35.0,False,Male
Paul Smith,South Patrickville,126180,313,43236,2,40.0,False,Male
Randy Adams,Port Tammyville,98386,646,47363,5,50.0,False,Male
John Hart,Ochoaport,115256,639,32385,9,60.0,True,Male
Joshua Adams,North Malloryville,65400,603,7721,32,60.0,True,Male
Jennifer Smith,North Jeremy,110728,694,10658,22,85.0,True,Female
Courtney Koch,Mcdanielville,135932,803,12112,7,95.0,True,Male
Tyler Campbell,New Matthewstad,100539,386,3840,38,60.0,True,Male
Jeffrey Rogers,Lake Ronald,131533,608,41944,18,65.0,True,Male
Brian Hendricks,Sarahland,93372,302,10741,9,45.0,False,Male
James Griffith,Briggsville,90931,737,48625,17,65.0,True,Male
Frank Anderson,Gomezfort,87091,734,32541,26,70.0,True,Female
Mallory Taylor,South Robert,138230,809,36307,34,90.0,True,Male
Joshua Hall Jr.,Rosebury,125817,389,16413,23,55.0,False,Female
Xavier Smith,Rosarioville,107656,361,23894,23,55.0,False,Female
Sharon Fuentes,Stevenside,65179,731,16892,13,65.0,True,Male
Amy Taylor,South Jessica,72245,734,25358,3,55.0,False,Male
Mary Jones,North Dylan,141635,444,6176,15,60.0,True,Male
Keith Cervantes,Port Ian,62177,443,35566,19,35.0,False,Male
Nathan Wallace,West Danielton,138885,332,40595,11,50.0,False,Female
Alexandra Wall,Spencerview,41359,813,21056,14,65.0,True,Male
Christopher Dudley,Spenceberg,66559,516,27240,39,35.0,False,Male
James Carson,Port Heatherfort,145557,620,43775,25,65.0,True,Male
Carmen Pratt,Leeville,89087,406,6099,23,55.0,False,Male
Sarah Johnson,Franciscoville,61963,366,14887,38,45.0,False,Male
Theodore Lopez,Lake Sarah,128366,546,18640,5,50.0,False,Male
Krystal Elliott,Williamsmouth,90910,395,21224,0,35.0,False,Female
Dr. Tina Porter,Karenstad,104691,432,47049,6,40.0,False,Female
Steven Gordon,North Brenda,109997,691,32257,37,75.0,True,Male
Amanda Martin,Millerland,117580,537,15132,9,50.0,False,Male
Candace Stuart,Sethberg,79674,647,20060,23,60.0,True,Male
Teresa Williams,Allenland,74092,456,38152,40,35.0,False,Female
Anne Smith PhD,Amyland,33761,810,7167,29,75.0,True,Male
Timothy Martin,Barbarastad,94789,391,5661,11,55.0,False,Female
Julia Andersen,Kathrynmouth,141536,443,9124,36,60.0,True,Male
Jack Mitchell MD,South Michael,72600,621,25489,5,50.0,False,Male
Katie Baker,New Tiffanyton,53834,550,46858,35,35.0,False,Male
Samuel Roberts,New Reginald,93904,374,15617,24,50.0,False,Male
Maureen Bailey,Daymouth,57802,411,6624,11,45.0,False,Female
Sylvia Nielsen,Gonzalezmouth,76507,366,21793,21,45.0,False,Female
Katelyn Park DDS,Shawnside,134573,459,31799,9,50.0,False,Male
Erica Johnson,Brownstad,63862,740,32025,13,70.0,True,Male
Sean Cisneros,Nelsonburgh,74608,385,10288,4,35.0,False,Female
Brad Russo,Savagehaven,66655,519,44885,16,35.0,False,Female
Anthony Jacobson,Petersonport,145385,468,14015,22,60.0,True,Female
Karen Nichols,Lake Samuel,108139,698,1650,35,85.0,True,Female
Linda Miller,West Elizabeth,121905,624,1929,9,70.0,True,Male
Taylor Porter,Danielchester,145357,569,35124,0,40.0,False,Female
Terri Mathews DDS,North Jefferyborough,66211,730,46642,34,60.0,True,Male
Lindsay Robinson,East Teresa,102848,314,25265,23,55.0,False,Female
Steven Shaw,Lake Victormouth,31330,723,27895,22,50.0,False,Female
Joshua Mills,Danielburgh,97715,769,29074,23,80.0,True,Female
Kurt Daniels,Mitchellchester,55042,590,47012,39,50.0,False,Female
Susan Garcia,Port Maryland,41221,316,41387,26,25.0,False,Female
Paul Hanson,Lake Seanshire,61635,333,44759,18,35.0,False,Male
Christy Frank,Wilsonfort,124381,427,23977,29,55.0,False,Male
Robert Padilla,Smithstad,83271,529,34263,18,40.0,False,Female
Matthew Parker,Nuneztown,94038,724,3141,0,65.0,True,Female
Richard Randall,Matthewshire,102768,740,16848,35,90.0,True,Male
Cheryl Newman,Port Sarahchester,129374,431,42698,24,50.0,False,Female
Carrie Strong,South Jerry,61499,429,34046,7,30.0,False,Female
Rachel Cameron,Maryburgh,120519,630,14353,5,65.0,True,Male
Jeffrey Fuller,North Christine,92402,380,38473,24,40.0,False,Female
Nicholas Lucero,Jacobbury,114659,604,13702,34,70.0,True,Female
Molly Roman,Townsendton,123302,581,6437,9,70.0,True,Male
Margaret Riley,North Stephenville,94332,409,10295,18,50.0,False,Male
Christopher Jones,Robertaborough,88743,700,7597,31,80.0,True,Male
Jennifer Tucker,East Gracefurt,133931,621,42520,28,65.0,True,Female
Keith Obrien,North Theresastad,32260,795,41239,38,60.0,True,Male
Brooke Harmon,East Catherineside,42196,323,34947,32,25.0,False,Male
Cindy Diaz,North Mark,68566,525,6468,8,45.0,False,Male
John Ashley,Jeanport,59045,778,49837,31,70.0,True,Male
Travis Nielsen,Geraldview,83005,702,7743,37,80.0,True,Male
Laurie Martin,Lake Tony,120673,756,28770,38,90.0,True,Male
Rose Dean,Pattersonshire,61890,661,25507,40,50.0,False,Female
Joanna Preston,Brendaport,70135,843,24085,25,80.0,True,Female
Christopher Morris,West John,117026,520,44054,23,50.0,False,Male
Richard Martinez,Haleymouth,106225,518,31498,36,50.0,False,Male
Stephanie Hoffman,Campbellborough,78368,839,15251,6,85.0,True,Male
Michelle Shah,New Patriciachester,92031,745,21826,20,85.0,True,Female
Anthony Snyder,West Robertville,102544,763,12215,38,90.0,True,Female
James Ray,Andrewshire,99588,304,31262,18,45.0,False,Female
Walter Johnson,West Deannaland,75056,781,7233,26,90.0,True,Female
Denise Molina,Millermouth,85771,805,41129,3,70.0,True,Female
Michael Gibson,Port Nathanielville,127771,329,15681,3,45.0,False,Female
Brenda Holder,Perezland,102140,495,48455,23,45.0,False,Female
Amy Ware,North Brandonport,73357,376,18283,21,45.0,False,Female
Rebecca Gray,East Brandy,76112,422,9276,20,50.0,False,Female
Nicole Barron,Walshville,122124,834,35576,15,90.0,True,Male
Mary Bray,Kendrafort,89473,531,7016,16,55.0,False,Male
Michelle Gomez,Lake Deborah,65509,510,46545,4,25.0,False,Male
Johnny Lewis,South Lori,70189,492,32958,6,30.0,False,Male
Robert Gill,Kathleenport,62951,764,43945,9,65.0,True,Female
Ashley Anderson,Paulmouth,60217,825,14305,25,85.0,True,Female
Donald Martin,Stephanieshire,45814,404,10652,29,35.0,False,Male
Natasha Allen,Lopeztown,124540,787,44377,33,85.0,True,Female
Derek Mcintosh,West Ryanberg,55242,706,33911,27,60.0,True,Male
Amy Nelson,North Deborahchester,71359,498,20267,12,40.0,False,Female
Kirk Moreno,Stoneville,45670,351,43358,15,25.0,False,Male
Colleen Brown,New Josephland,127370,844,7621,17,100.0,True,Female
Manuel Baldwin,Longbury,100236,574,33451,13,50.0,False,Female
Dalton Walsh,Jessicaville,129901,489,33980,39,50.0,False,Male
Eric Knox,East Leslie,120461,371,11921,11,60.0,True,Female
Jesse Rivers,Pattersontown,54267,481,18290,4,30.0,False,Male
Philip Smith,Tarashire,55105,301,33001,15,35.0,False,Male
Andrew Smith,Maryhaven,58361,815,11964,9,80.0,True,Male
Ariel Lara,Shaunstad,126810,563,44477,31,50.0,False,Male
Jimmy Carey,Jenniferhaven,93464,795,8389,17,90.0,True,Female
Monica Smith,Chaseberg,66241,665,33625,1,35.0,False,Female
Patrick Mcpherson,Jamieland,124972,498,25758,40,55.0,False,Female
Donald Sims,Archerhaven,107278,479,18387,22,55.0,False,Male
Jeanne Butler,Kyleton,129641,832,46995,21,90.0,True,Female
Barbara Pope,Keithtown,98765,810,45926,9,75.0,True,Male
Chris Levy,West Tommy,108222,366,20315,0,40.0,False,Female
Daniel Petersen,North Tracytown,67093,740,24085,0,60.0,True,Female
Chad Koch,North Jennifer,43176,446,49041,12,25.0,False,Female
Thomas Carter,South Sarahbury,139134,695,28693,25,80.0,True,Male
Annette Green,Carlaburgh,55443,746,45493,20,70.0,True,Female
Brenda Saunders,Derekside,68829,504,20730,19,40.0,False,Female
Keith Fuller,South Kimberly,59816,747,7294,8,75.0,True,Male
Melissa Gordon,Taylorchester,77301,777,28558,26,80.0,True,Female
Thomas Johnson,Davisberg,53519,609,16902,37,55.0,False,Male
Bethany Daniels,Brianfurt,69618,428,27407,0,25.0,False,Female
Phillip Holmes,North Brianville,31854,641,39950,6,35.0,False,Male
Krystal Vaughn,North Joyhaven,122801,354,46978,13,50.0,False,Male
Kristina Coffey,East Patty,100010,458,20719,40,55.0,False,Female
William Smith,Hansonborough,46591,417,5400,0,20.0,False,Male
Spencer Meyer,East Dale,65954,325,34148,28,35.0,False,Male
Timothy Evans,Mcgrathbury,35965,566,41157,28,25.0,False,Male
Lisa Reynolds,East Donaldbury,37146,474,34522,34,25.0,False,Male
John Roberts,New Trevorview,102529,700,26285,6,70.0,True,Male
Robert Hernandez,Stephenshire,68290,698,1722,37,75.0,True,Male
Matthew Barry,Williamsstad,121411,442,31664,29,50.0,False,Female
William Howard,West Rachel,46551,837,26599,32,65.0,True,Male
Matthew Bell,Stephenberg,113606,585,44151,19,65.0,True,Male
Andrea Franco,Bennettfort,143830,484,38751,32,50.0,False,Female
Kelly Anderson,Briannashire,128669,656,39305,39,65.0,True,Female
Andrea Johnson,East Colin,94340,408,33730,30,45.0,False,Female
David Ingram,North Rachel,43446,478,48720,24,25.0,False,Female
Jennifer Brown,Dannyland,144389,752,25531,38,90.0,True,Female
Alyssa Thompson,Lake Shannonberg,31607,504,13826,16,25.0,False,Female
Michael Perez DDS,Cervantesborough,105243,388,39149,1,35.0,False,Female
Mary Harris,North Michael,67268,717,38243,34,60.0,True,Male
Gina Fleming,Leeborough,91524,785,33823,22,80.0,True,Male
Steven Castaneda,South Ronaldfurt,92746,372,38299,5,35.0,False,Female
Joseph Garcia,Hallside,87733,638,2477,14,70.0,True,Male
Donna Clayton,Warnerland,74657,461,19878,4,30.0,False,Male
Dana Holmes,Reginaldton,54164,413,39192,30,35.0,False,Male
Victoria Delgado,West Robertborough,36734,642,4892,8,45.0,False,Female
Robert Rivera,East Trevorshire,63092,336,23665,4,30.0,False,Female
Linda Salazar,New Timothyberg,142947,577,48404,2,40.0,False,Male
Jonathan Perez,Ryanport,92616,533,2405,3,45.0,False,Female
Richard Gonzalez,Flemingtown,44953,793,4417,24,75.0,True,Male
Melissa Jordan,Dunnville,137756,748,8732,39,95.0,True,Male
Mrs. Cheryl Kim,East Jesseshire,38564,310,15884,26,25.0,False,Male
Stacy Mcguire,Port Alexisbury,82521,358,6020,3,45.0,False,Male
Christopher Williams,Carriebury,94454,599,9501,38,65.0,True,Female
Matthew Douglas,West Shawnaborough,39710,806,47219,22,65.0,True,Female
Shannon Wallace,Shellyside,105631,599,43837,15,60.0,True,Female
Debra Wolfe,North Michaelchester,112502,797,19335,5,85.0,True,Male
Chad Daugherty,West Judy,119974,515,9044,23,60.0,True,Female
Rachel Johnson,Lake Scott,37026,764,8486,1,55.0,False,Male
Mr. Donald Cruz PhD,North Joshuafurt,49887,807,2235,24,80.0,True,Female
Andrew Harris,Lake Ryan,49555,353,44280,19,25.0,False,Male
Phillip Pineda,Sandraview,136318,521,2792,21,60.0,True,Male
Lisa Glenn,Port Danielfurt,103772,594,36046,29,65.0,True,Male
Nathan Mack,Franciscofurt,69824,778,49865,15,70.0,True,Female
Adrian Marsh,Christopherbury,41164,602,23120,36,40.0,False,Female
Luis Ward,Kimberlytown,62530,427,21112,36,40.0,False,Female
Sara Abbott,Fordmouth,45525,309,31568,2,15.0,False,Female
Karen Richard,South Brian,103147,381,19117,39,55.0,False,Male
Tiffany Alexander,Katieview,130197,565,33435,8,45.0,False,Female
Christopher Pitts,East Dannyton,84548,488,45855,32,40.0,False,Female
Lauren Williams,North Stephanie,109471,565,17871,1,40.0,False,Male
